HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Kasimpasa,Yeni Malatyaspor,2,0,H,0.0,0.0,D,15.0,5.0,5.0,4.0,15.0,17.0,5.0,5.0,1.0,0.0,0.0,0.0
Altay,Sivasspor,1,1,D,1.0,1.0,D,13.0,12.0,3.0,3.0,16.0,13.0,6.0,6.0,4.0,2.0,0.0,0.0
Hatayspor,Besiktas,1,0,H,1.0,0.0,H,9.0,17.0,2.0,3.0,12.0,13.0,4.0,9.0,3.0,1.0,0.0,0.0
Konyaspor,Fenerbahce,2,1,H,2.0,0.0,H,16.0,13.0,5.0,4.0,17.0,13.0,7.0,5.0,1.0,2.0,0.0,0.0
Kayserispor,Karagumruk,2,1,H,0.0,1.0,A,17.0,10.0,8.0,6.0,23.0,9.0,7.0,5.0,3.0,3.0,1.0,1.0
Alanyaspor,Goztep,2,2,D,1.0,0.0,H,19.0,11.0,8.0,5.0,10.0,19.0,8.0,4.0,3.0,6.0,0.0,0.0
Galatasaray,Gaziantep,2,0,H,1.0,0.0,H,11.0,9.0,5.0,3.0,6.0,15.0,3.0,2.0,1.0,3.0,0.0,0.0
Buyuksehyr,Ad. Demirspor,2,1,H,0.0,0.0,D,18.0,16.0,9.0,6.0,9.0,10.0,6.0,8.0,1.0,0.0,0.0,0.0
Giresunspor,Antalyaspor,1,2,A,0.0,1.0,A,16.0,6.0,3.0,5.0,7.0,12.0,2.0,1.0,4.0,5.0,0.0,0.0
Gaziantep,Kasimpasa,2,0,H,1.0,0.0,H,13.0,11.0,5.0,4.0,12.0,11.0,4.0,3.0,1.0,1.0,0.0,1.0
Rizespor,Alanyaspor,2,0,H,1.0,0.0,H,8.0,13.0,4.0,1.0,11.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0
Sivasspor,Giresunspor,0,0,D,0.0,0.0,D,7.0,13.0,0.0,4.0,9.0,10.0,4.0,4.0,1.0,5.0,1.0,1.0
Antalyaspor,Altay,1,0,H,0.0,0.0,D,14.0,9.0,6.0,2.0,13.0,12.0,8.0,3.0,1.0,3.0,0.0,0.0
Yeni Malatyaspor,Buyuksehyr,1,3,A,0.0,1.0,A,5.0,11.0,1.0,7.0,11.0,12.0,6.0,3.0,3.0,1.0,0.0,0.0
Besiktas,Trabzonspor,1,2,A,0.0,1.0,A,17.0,8.0,6.0,4.0,10.0,10.0,7.0,4.0,5.0,4.0,0.0,1.0
Goztep,Konyaspor,0,2,A,0.0,1.0,A,16.0,20.0,6.0,10.0,9.0,10.0,6.0,5.0,3.0,3.0,1.0,0.0
Ad. Demirspor,Hatayspor,1,0,H,0.0,0.0,D,18.0,12.0,7.0,1.0,9.0,5.0,7.0,8.0,3.0,2.0,0.0,0.0
Karagumruk,Galatasaray,1,1,D,0.0,0.0,D,5.0,20.0,3.0,5.0,10.0,15.0,0.0,11.0,6.0,3.0,0.0,0.0
Fenerbahce,Kayserispor,2,2,D,0.0,1.0,A,19.0,8.0,4.0,3.0,12.0,11.0,7.0,1.0,0.0,1.0,0.0,0.0
Hatayspor,Antalyaspor,3,1,H,1.0,1.0,D,11.0,12.0,6.0,3.0,8.0,8.0,4.0,5.0,2.0,3.0,0.0,0.0
Buyuksehyr,Sivasspor,2,1,H,2.0,0.0,H,7.0,13.0,3.0,5.0,17.0,15.0,2.0,1.0,5.0,2.0,0.0,0.0
Giresunspor,Yeni Malatyaspor,1,0,H,0.0,0.0,D,8.0,10.0,3.0,3.0,15.0,16.0,3.0,7.0,0.0,2.0,0.0,0.0
Alanyaspor,Besiktas,2,0,H,1.0,0.0,H,12.0,16.0,3.0,5.0,8.0,9.0,5.0,7.0,2.0,1.0,0.0,0.0
Kasimpasa,Karagumruk,1,3,A,1.0,3.0,A,19.0,14.0,6.0,7.0,15.0,21.0,4.0,1.0,1.0,5.0,0.0,2.0
